name,description,salary
Sr Full Stack Developer," Job Description. Career Opportunity: Job Title: Sr Full Stack Developer. About CodeForce0. Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else. That's precisely what some of our employees and prospective employees think when they came across CodeForce0. Position Overview. Sr Full Stack Developer. Requirements: Bachelor's Degree in computer science or related field or equivalent experience. Years Software Development experience required. Prior experience with Banking Deposits, Loans, Payments or Financial Services preferred. Extensive hands-on experience with one or more frameworks such as AngularJS, jQuery, ReactJS, and Express/Node.js. Experience with HTML, CSS in using Jav aScript Frameworks to Build Single Page Web Applications required. Experience with Common (OWASP Top) Web Vulnerabilities and Solutions required. Experience designing and deploying cloud-native applications onto AWS with PostgreSQL. Strong SQL Skills Required. Java and Spring Boot Experience Preferred. Can create SOAP and REST Services Required and Related Transformations Required. Extensive experience with automated Testing of Angular Apps and APIs using Jasmine, JMeter/SoapUI required. Experience with Cloud and Container Technologies preferred. Experience with GIT required. Experience with DevSecOps tools for CI/CD (Azure DevOps / GitHub, Maven, etc) preferred. Experience with SRE Concepts and Tools preferred. Excellent Written and Verbal communication skills required. Deliverables: Design, Develop and Demo application and related enhancements for an assigned squad. Design and Develop APIs to support an application. Design and Develop key Application Components and Supporting APIs / Events. Create POCs to test new Tech Stacks, Synthesize Results and Champion Business Case. Create Tests for Application Testing and API Consumption Testing. Manage Source Control Policies and Conduct Peer Reviews to ensure Code Quality. Create and Maintain DevSecOps Pipelines and Monitoring to ensure a secure and reliable application. Create Architecture Design Document and Related Patterns as needed. Design Web applications that are compliant with Section8 of the Rehabilitation Act (29 U.S.C.4d). Work as part of an agile squad in breaking down requirements appropriately. Works with Business teams and BA to help synthesize stories and acceptance Criteria. Owns deployment planning for the dev team. Point of contact for squad leaders and business leads. Helps escalate blockers and issues to squad lead. How to Apply. Job ID: JPC336. For more information, please contact below: Manikanta Angadi. Qualified individuals will be contacted for an interview.",No Salary Listed
Java full stack Developer," Job Description. Career Opportunity: Job Title: Java full stack Developer. About CodeForce0. Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else. That's precisely what some of our employees and prospective employees think when they came across CodeForce0. Position Overview. Java full stack Developer. Requirements: Should have Years of experience. Should have experience in core Java skills. Should have years' experience in Angular Should have good hands on experience working on Spring Boot, Hibernate, Apache Camel, Multithreading, Microservices, SOAP Services, RESTful Design Patterns. Kafka and SQL service experience good to have. Should have years project work experience in Finance/Banking or wealth management domain. Should have excellent written and verbal communication skills. How to Apply. Job ID: JPC153. For more information, please contact below: Umesh Pavan. Qualified individuals will be contacted for an interview.",No Salary Listed
Senior Rails Full Stack Developer," Job Description. About Working Not Working: Hi, thanks for reading our job post. We know there’s a lot out there right now and you could be reading any of them, so we’re flattered you chose this one. Here’s a little about us. Working Not Working is a curated community of the best talent in the Universe. Our mission is to eliminate the obstacles between creative people and opportunity. WNW helps the most innovative brands in the world hire freelance and full-time creatives. And that’s not hyperbole. Companies like Apple, Google, Wieden+Kennedy, Netflix, TikTok, Airbnb, COLLINS, and The New York Times trust us. After almost years of being very small and scrappy we’re ecstatic to be able to grow our team to be very medium and scrappy. We have big ambitions to dramatically improve our platform and do more to support our community in their careers. Our goal is to become the most creative place on the internet where the full, diverse spectrum of creativity can thrive. Ok, this is where you come in. We're looking for an experienced Senior Rails Full Stack Developer to help us create the future of the Working Not Working platform. Role and Responsibilities: Own what you build as you architect, test, and refine the WNW platform. Tackle a wide variety of technical problems throughout the stack and contribute daily to all parts of our code base, using our development workflow. Work with our product and design teams to understand customer pain points, come up with solutions, and then prototype, iterate, and launch daily. Be surrounded by individuals who are doing the best work of their lives and loving every moment of it. Here’s what you’ll do: Develop high performance code for web-based applications using Ruby on Rails and Hotwire. Curate a great codebase through architecture discussions, automated testing and code review. Take point on designing feature architecture by closely collaborating with Product and fellow developers. Independent research and selection of best tools / methods of implementation to solve problems. Mentor less experienced engineers. Leverage your knowledge and experience to help level up your team. Collaborate with Product and Design teams on the best way to solve problems. Opportunity to work in mobile development. Opportunity to contribute to product strategy / vision and user experience if interested. Here’s what we’re looking for:5+ years of experience as Fullstack Rails Developer. Extensive experience with Rails, MySQL, and Stimulus JS. Experience with Elastic Search. Appreciation for a test-driven, code review culture. Must read and write English at a first language level. This is a fully remote position. Applicants can be located anywhere within the US. All applicants must be eligible to work within the United States.","$140,000 - $180,000"
.NET Full-Stack Developer," Job Description. NET Full-Stack Developer. We are looking for a smart, adaptable, intellectually curious .NET Full-Stack Developer to work on our two SaaS applications, the Enrich Analytics Platform (EAP) and Viewport. Your role will be to design and implement new features, update and enhance existing features, and improve and enhance core back-end technologies. You will be working with analytic modelers, other back-end programmers, and front-end developers. While primarily focused on the back end, integration and understanding of the front end is crucial to the position. Skills and Requirements. First and foremost, you're looking for a great working environment and working with a small, close-knit company. You have experience developing web applications using .NET and a database back end (MS SQL Server, MySQL, etc.). You have knowledge of JavaScript (including libraries and frameworks such as jQuery and Backbone.js). You have a profic ient understanding of code versioning tools, such as Git / Mercurial / SVN. You are strong in communication, problem solving, testing and agile development. You may have experience developing web applications with Node.js. You may have exper ience with Cloud technologies such as Azure, AWS or others. You also may have an understanding of web application security. You may have the ability to create and integrate with APIs. You may have experience with CI/CD tools like Jenkins and Grunt. What you'll work with: Visual Studio, ASP.NET, JavaScript (including related libraries and frameworks like d3, jQuery, Backbone), Node.js, Meteor.js, Git, Wind ows, SQL, a nd DynamoDB. Where you'll work. We are a remote-first company, so you can work from anywhere in the U.S. We also have offices in San Jose, CA; Santa Cruz, CA; and Denver, CO. You're welcome to hang out in one of those places, work remotely0%, or a mixture of the two! How to Apply. Just email us. a resume and cover letter telling us why we'd be perfect for each other. In the cover letter, please indicate whether you are authorized to work in the United States. Applications sent without a cover letter will not be considered. If you have earned a degree in the past two years, please also include a copy (unofficial is fine) of your relevant transcript(s). Why a career at Enrich? There are a lot of reasons—here are a few! Enrich works closely with our clients to do cool stuff. We provide analytic software tools that enable senior executives to make strategic decisions with confidence. We bring clarity to complex business environments fraught with uncertainty and help generate insights that can be translated into action. In other words, we work directly with clients to understand their challenges and develop custom analytics and visualizations to address them. This isn't a place for corporate drones. Our philosophy is to hire good people and give them the autonomy to do great things. No one is looking over anyone else's shoulder. No one is filling out TPS reports. We're about finding creative solutions, trying things that haven't been tried, and developing capabilities that others can't. That's how we deliver the custom thinking our clients expect. Life's too short to waste time on mean people. The two most important characteristics we look for in candidates: ""nice"" and ""smart."" We strive to create an informal work environment full of people who want to help each other succeed. We're about smiles and collaboration, not dictating and yelling. The benefits we offer—from big things like great medical insurance to not-so-big things like sit/stand desks—are indicative of our belief in putting people first. Analytics rule. We're a company of quants, from fields such as engineering, math, programming, and physics. We think analytics—based on big or small data—can drive better business decisions. We build solutions that allow our customers to go places they thought were impossible. What do we offer? People you're happy to work with (don't worry—you'll meet them all before you come to work here, so you can decide for yourself). Competitive salary. Bonus and profit-sharing program. Complete suite of medical, dental, and vision benefits—free if it's just you and heavily subsidized if you're covering others. Zero-cost life and short and long-term disability insurance. Subsidized gym membership.1(k) match with no vesting requirement. Remote-first, flexible work environment. Emphasis on work/life balance. EEO Policy Statement. It is the policy of Enrich to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law.","$80,000 - $180,000"
FULL STACK DEVELOPER," Job Description. Full Stack Developer. Javascript Web Developer. IN OFFICE / HYBRID POSITION!!! A rapidly-growing company based in New York City is looking to add a full time experienced Senior Full Stack Developer to our team. We are looking for those that think outside of the ""box"", want to grow their career with a company that is the first of its kind in the space, are collaborative, and a team player/leader. Description/Responsibilities. This specific position mainly focuses on development and implementation of our e-commerce and e-learning site. The selected candidate will be responsible for developing and maintaining applications using Javascript Frameworks (React, Angular, Vue, or similar technology) on the front end, along with integrating APIs and advancing various systems and components with NODE.JS and GraphQL on the backend. Knowledge of Building RESTful server in Node.js with GraphQL (Prisma is a plu s). Experience with Docker and Docker Containers. Strong Experience with AWS. Leadership and communication skills and ability to manage developers in an efficient way. High-quality development, testing and maintenance services of e-commerce site that also features medical education videos and a dedicated virtual forum. Responsibilities also include collaborating and managing our design team, writing unit tests, and performing code reviews. Balancing a combination of innovation and new feature development with maintenance of existing technology.","$70,000 - $160,000"
Senior Full Stack Developer," Job Description. Senior Javascript Web Developer. THIS IS A HYBRID POSITION. 50% IN OFFICE POSITION!!! A rapidly-growing company based in New York City is looking to add a full time experienced Senior Full Stack Developer to our team. We are looking for those that think outside of the ""box"", want to grow their career with a company that is the first of its kind in the space, are collaborative, and a team player/leader. Description/Responsibilities. This specific position mainly focuses on development and implementation of our e-commerce and e-learning site. The selected candidate will be responsible for developing and maintaining applications using Javascript Frameworks (React, Angular, Vue, or similar technology) on the front end, along with integrating APIs and advancing various systems and components with NODE.JS and GraphQL on the backend. Knowledge of Building RESTful server in Node.js with GraphQL (Prisma is a plus).  Experience with Docker and Docker Containers. Strong Experience with AWS. Leadership and communication skills and ability to manage developers in an efficient way. High-quality development, testing and maintenance services of e-commerce site that also features medical education videos and a dedicated virtual forum. Responsibilities also include collaborating and managing our design team, writing unit tests, and performing code reviews. Balancing a combination of innovation and new feature development with maintenance of existing technology.","$85,000 - $180,000"
Full Stack Developer," Job Description. About Us ~ WE ARE NOT YOUR EVERYDAY COMPANY! Satco is a family owned and operated manufacturing business that prides itself on building strong and lasting relationships with its customers, many of whom rank among the largest cargo airlines in the world. Our continued success over the past years can be attributed to strict adherence to our proven process. What we offer: Competitive compensation package with potential to grow within the company ~ WEEKLY PAY. Generous Paid Time Off 1st YEAR ACCRUEWEEKS PAID VACATION! Health Insurance (medical, dental, vision, LTD) ~ FREE TO EMPLOYEE and FAMILY! Basic Life and ADand D Insurance - FREE TO EMPLOYEE! Voluntary Benefits such as Supplemental Life and ADD for employee, spouse and child(ren); Accident; Critical Illness insurances. Employee Personal Loan options through Kashable. Employee Assistance Program.1(k) plan with employer match up to Company events. Casual attire. Safe and Clean Work Environment. Currently seeking a Full Stack Developer, with several years experience to help us take our company to the next level. This position can be located in El Segundo (near LAX) or Loveland, Ohio (near Cincinnati). This is NOT a remote or hybrid position. You must be able to go to office in El Segundo, CA or Loveland, OH. We are searching for a creative, driven individual to join our small team to aide and assist in projects from design to development and deployment. We will be a team within a team. You will be joining a+ year old family owned aerospace manufacturer. An established company, with the feel and agility of a startup and all the benefits of stability. We will get to interface with our national team of repair centers as well as developers from companies such as FedEx, UPS and Amazon. Expert in PHP, TypeScript, Java and Spring. Expert with Frameworks such as Laravel, Angular. Use of APIs and understanding of HTTP and the REST architecture. Experience in relational databases MSSQL. Experience with Swift and Objective C a Plus (Not required). The ability to work in a fast, agile and nimble environment with frequent change. Excellent problem solving and critical thinking skills. Experience with creating unit tests as well as developer unit testing. Experience with GIT for code and release management. Good understanding of OO design and development skills. Understand performance, latency, and security issues with experience using performance analysis tools. Knowledgeable of security best practices for application development/integration.","$80,000 - $100,000"
Senior .NET Full Stack Developer," Job Description. We’re a team of product developers, sales professionals, and logistical geniuses who tackle each day with vigor and wide-eyed excitement. Every day, our team creates products that bring success to those who sell them and joy to those who buy them. Using our expertise in merchandising, we introduce turn-key products and programs to a wide network of retailers. We envision, fulfill, and distribute all under one roof, conveniently located just off of I-294/I-290 and Route in Elmhurst, IL. DM is known industry-wide for its unmatched product variety, offering over0 original brands and well over000 different items. At DM, retailers have access to uniquely curated brands of active and loungewear, novelty apparel, fashion accessories, protective essentials, impulse items, travel gear, readers and sunglasses, tech accessories, kitchenware, jewelry, and more. We are currently seeking a top-grade motivated performer to join us as a Senior .NET Full Stack Developer. The candidate will be participating in maintaining, supporting, and stabilizing existing custom legacy applications written in C#, VB, VB6, SQL, ASP.NET, MVC. During development cycles the candidate must be able to wear multiple hats such as providing HelpDesk support for data issues or bugs related to the existing application portfolio. The candidate must have at least+ years’ experience in .NET and Microsoft tech stacks and consider themselves senior level. Knowledge in development practices such as Agile/Scrum is important too. The candidate must be a good problem solver and able to formulate solutions on their own. A candidate aspiring to grow towards the architect role is a desirable characteristic. The candidate will be expected to learn the how the business works, develop relationships with key players and not function in an isolated environment. The candidate is expected to be comfortable with Office tools such as Outlook, Word, and Excel.","$100,000 - $120,000"
Full Stack Developer (.NET)," Job Description. CI Design (CID) is looking for an exceptional individual for our development team. You will be primarily responsible for development and configuration of web sites, web apps, CMS and eCommerce systems. We are a twenty-eight-year-old, growing, profitable and creative design studio producing print, web, interactive, apps, videos, AR/VR, and more. Here’s what you’ll get: Challenging, innovative, and authentic work environment. Cool work space in the city’s Third Ward creative hub. Casual environment with relaxed dress code. Hybrid workplace. Work/life management — when we say “no churn and burn,” we mean it. Space for personal and family life. Summer hours. Work with modern technology and toys. Fun, collaborative and aspirational teammates. A-list clients and challenging projects. Quarterly career development/goal planning and a voice in defining your role. Room for your unique talents and creative input. Position ""leveling-up"" in lock-step with demonstrated skills. Paid time off for DEI activities/reflection/celebration. Community outreach opportunities. A three-time, award-winning Best Place to Work employer. And, all the things: Paid parking. Paid holidays (9) and universal time off. Health, Dental and Vision Insurance with company share of premiums. Well-being program.1(k). This is a full-time, salaried position. We are looking for. Strong organizational skills and attention to detail. A team player with solid development foundations. Entrepreneurial spirit, self-motivation, smarts and creativity to help you to work independently or collaboratively, prioritizing tasks and maintaining deadlines. We expect you to have. Back-End. Background in the .NET (C#) tech stack with strong experience in backend code. Advanced understanding of databases (MSSQL, MySQL, No-SQL, etc.), and able to create db schemas and security protocols. Demonstrated ability to both interact with and develop web services and APIs, (REST, GraphQL). Experience with web hosting environments, including database administration and scaling an application to support load changes. Solid understanding of deployment and hosting via cloud solutions (Azure or AWS), and some familiarity with DevOps processes. Experienced with Software Architecture design and best practices, and able to design the complete architecture of a complex web app. Understanding of an entire application lifecycle and able to create and extend complex functionality to applications. Experience with user authentication, security and data protection. Ability to integrate UI elements developed on the front-end with server side logic. Ability to implement automated testing and unit tests. Front-End. A solid understanding of HTML and JavaScript. Experience with modern CSS. Previous hands-on development with at least one front-end framework (React, jQuery, Angular, VueJs, Svelte, Bootstrap, NodeJS, Compass, etc.). Capability to demonstrate responsive or mobile-first design techniques. Ability to take a mockup or design comp. and implement a UI that reasonably reflects it. Knowledge of handling c mpatibility between browsers (Chrome, Safari, Edge/IE, etc.). General. Solid knowledge of development fundamentals (skills, languages, thinking). Ability to perform hands-on development for medium and large size projects. Experienced in professional communication both written and verbal. Ability to estimate accurately and contribute to proposal/SOW writing. A history of working in a collaborative environment and working as part of a team. Possess some advanced skills (specialty, architecture, integration, database design). A knack for solving problems, brainstorming, and can Rand D fairly complex issues. Pride in your work and a talent for spotting issues and inefficiencies a mile away. Comfort with group estimating and a willingness to voice an opinion “against the grain. A love of learning and a willingness to learn new things and share them, contribute to technology innovation, and provide mentoring to other team members. Tools. Familiarity working with code repositories and check-in, pull request and merge processes (Git or AzureDevOps). Experienced with Visual Studio. Experience with DB tools (SSMS, DataGrip, MySQLWorkbench, etc.). Project use of agile tracking tools (AzureDevOps, JIRA). Would be great if you had: Development experience in a CMS or eCommerce platform (Umbraco, Kentico, Sitecore, Orchard, etc.). Past experience in Progressive Web Apps or a cross platform technology (Xamarin, Cordova, etc.). Some exposure to other tech stacks (PHP, Java). Knowledge of basic developer SEO fundamentals. Experience in an agency environment and culture. Familiarity with developing as part of an Agile team (SCRUM, SAFe, Kanban, etc.) and interacting with tracking tools like AzureDevOps or JIRA. Knowledge of reporting or business intell. igence tools (PowerBI, Tableau, etc.). Here’s a bit more about us: CI Design is a brand and marketing agency with a unique approach driven by story, strategy, and activation. Our services include Branding, Digital Marketing, Web/App/AR/VR software development and Video. Our headquarters is in Milwaukee’s Historic Third Ward, and we’ve been named a Best Place to Work in18,19,20, and21. CI Design is committed to creating a diverse and inclusive environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.","$60,000 - $80,000"
Full Stack Developer," Job Description. Yellow Dog Software, the de-facto inventory management solution for the hospitality industry, is seeking an integration developer. to maintain, enhance, and build integrations across various platforms. The ideal candidate is an expert problem solver with the ability to spot and fix errors in complex code. Ability to work in a team environment is a must. Daily Responsibilities. Identifying, debugging and advising on integration bugs and errors. Strategizing and planning the execution of enhancements to existing integration code base. Checking and correcting conflicts in data configuration as it pertains to integration deficiencies and bugs. Working closely with Product and Support teams to provide resolution to integration escalations. Analyzing and improving current system integration and migration strategies. Ability to provide documentation and QA testing direction. Position is0% remote. Core Competencies. Required. C# dotnet core and .NET Framework6. Source code control experience. We use GitHub for source code control. Microsoft SQL Server. Experience Writing Procedures, Functions, Views. Optimizing and Tuning Queries against SQL Server. Working knowledge of index strategies. Experience working with file streams and third party APIs (SOAP/REST/GraphQL). Nice to have. Experience with TypeScript. API design. GraphQL. Rest APIs. React or ReactNative. Project Management experience. Experience writing tests against source code. Benefits. Full benefits package. Medical, vision, and dental insurance. IRA with match. PTO (vacation, sick, family leave). Long-term and short-term disability. Hours.0% remote work. M F30(EST).","$85,000 - $95,000"
.NET Full Stack Developer," Job Description. Hybrid Remote Office Please apply: https://www.meridian.coop/ company.  Meridian Cooperative. is seeking a .NET Full Stack Developer. to help with the Vision25 mission in our Software Integration Development department. Meridian Cooperative was formed under the name of SEDC in76 by a group of Electric Membership Cooperatives with a vision for a single enterprise solution provider to serve data processing, IT, and operational needs to cooperatives, public utility districts, and municipal utilities. Through carefully curated acquisitions and partnerships, Meridian Cooperative has unified multiple leading-edge companies under its umbrella in order to truly execute that vision. Today, Meridian Cooperative Suite serves over0 utilities across the country with industry leading enterprise software solutions. As part of Meridian Cooperative's Software Integration organization, the perfect candidate participates in all stages of the development life cycle for proprietary software and/or database applications for market sale, to address user needs, and/or to improve operational efficiency. Core code, troubleshoot, and deep-dive analysis. May analyze databases within an application area, working individually or coordinating application development as part of a team. Designs and modifies proprietary company applications or specialized utility programs, using analysis and models to predict and measure the outcome of the design and providing direction to peers as needed. Modifies applications to correct errors, adapt to new technologies, or improve performance; analyzes code and/or data to identify causes of errors, as needed. Bachelor's Degree or equivalent work experience in Full Stack Development. Net:years Webapi using .Net core :years Angular :Years. Looking for full stack .Net developer with three to five years of experience with hands on knowledge of .Net Framework, Oracle Pl/SQL, webapi development and UI (Angular). Ability to design and develop web components. Must have experience with design, Develop and implementation of enterprise web applications using .NET Framework, ASP.NET core and Oracle Databases on Windows/Linux platforms. Has hands-on experience in developing n-tier applications using C#, ASP.NET, .NET Core, Oracle PL/SQL. Strong design, analysis, and problem-solving skills. Helps peers understand system architectural patterns and technical data flow of applicable systems. Review work done by team developers to ensure that they follow company standards and best practices. Contributes to, and may develop or direct, application testing and validation procedures and documentation. Interpersonal and communications skills, including ability to present and explain technical information within an interdisciplinary team setting. Additional skills. Understanding of, and ability to apply AGILE development methodology in performing duties. Deep understanding and working knowledge of relational databases. General Linux/UNIX operating system skills. Windows operating system skills. Understanding of GIT concepts. Software integration experience (SOAP web services and REST APIs) a plus. Guided by the Meridian Cooperative's Vision25 strategy, our leaders have developedstretch goals to achieve a best-in-class organization for our members, customers, and employees. It is a priority that our future team member embraces these goals and demonstrate the behaviors to guide the company to realize success: Act as One Unified Company. Put Our Members/Customers First in All We Do. Be Known for Our Innovative Products and People. Grow our Reputation and Market Share. Compete on Culture.","$100,000 - $110,000"
Full Stack Developer," Job Description. A major financial services firm is looking for a Full Stack Java Developer. to join their team in New York, NY. Responsibilities: Managing the asset lifecycle, IT Platforms and how they interact with their core systems, ensuring they remain fit for purpose, well-supported and stable and that capacity planning is managed effectively. Executing their strategic IT agenda and in partnership with the business Lead translate their strategy into action by aligning this to the purpose of the Fleet. Asset support and stability, including increasing productivity whilst managing cost and quality. Developing and implementing IT Strategy within your and adopting market trends into the new way of working. Implementing DevOps techniques and practices like Continuous Integration, Continuous Deployment, Test Automation, Build Automation and Test-Driven Development to enable the rapid delivery of working code-utilizing tools like Jenkins, Gradle and Git. Managing the full ecosystem of Technology, including the effective partnership with external vendors and providers and leveraging the full capabilities of global technology workforce. Ensuring that you create a service that are integrated, relevant, transparent and easy to consume. Maintaining a sound understanding of the regulatory environment in which they operate, the risks we face and make good decisions to ensure we protect their customers and the bank. Participating in the rapid development of user-driven prototypes to identify technical options and inform multiple architectural approaches. Managing a global team of high skilled developers. Qualifications: A bachelor's degree in Computer Science or a related field with+ years of experience working as a hands-on developer. Front to back (full stack) experience with java-based applications. Advanced knowledge of Java, RESTful SOA, JavaScript (AJAX, JSON), Angular and SOAP. Expert level understanding of database, core database concepts and relational database design. Solid understanding and hands-on experience on development of java based RESTFul APIs. Experience utilizing one or more web frameworks, preferably Spring and Rails. Proficiency with Python, DB2, shell scripting, and autosys. Senior-level experience leading, motivating, coaching, and developing people and teams. Strong Technology acumen and a deep strategic mindset. Proven track record of delivering results and impact. Proven analytical skills and experience making decisions based on hard and soft data. A desire and openness to learning and continuous improvement, both of yourself and your team members. Strong influencing skills to achieve alignment up and down the organization.",Depends on Experience
Full Stack Developer," Job Description. Full Stack Developer. LOCAL ATLANTA CANDIDATE OR WHO CAN RELOCATE TO ATLANTA, GA. Profile. Develop and maintain web and mobile based applications related to Client's proprietary software products throughout the entire Software Development Life Cycle. Operate with minimal supervision. Responsibilities. Perform duties under general directions from the Lead. Develop front end web/mobile architecture and user interactions for Client products. Develop back end web based applications for Client products. Ensure responsiveness of applications. Participate in planning/analyzing high-level software strategies and solutions utilizing functional and technical expertise. Maintain, enhance and repair web based applications to correspond with business requirements. Assist with creating and integrating advanced technical and application components to meet business requirements. Utilize software life cycle methodology. Assist with all technically related tasks throughout the software development life cycle. Stay abreast of developments in web and mobile applications and programming languages. Participate in code reviews. Other responsibilities as may be assigned. Some travel may be required. Qualifications. BS in CS, CIS or MIS preferred. yeAWS, Docker, Kubernetes, Payroll, Taxars programming with Java and Web Services. years using SQL Server, Oracle, MySQL, MongoDB, etc. years programming with HTML, CSS, JavaScript and Bootstrap. years programming with React/Redux or Angular JS. This position is subject to a background check. Excellent communication, organization and planning skills. Knowledge of AWS, Docker and Kubernetes is a plus. Knowledge of Payroll/Payroll Tax a plus. LOCAL. TO. ATLANA, GA CANDIDATES. ONLY DIRECT CANDIDATE WHO CAN WORK. WITHOUT ANY SPONSORSHIP SHOULD APPLY. Please submit. your. resume along with the following must required information to: Contact number. Email. Current location. Work Authorization. Availability. Salary.",Depends on Experience
"Full-Stack Developer, Senior"," Job Description. Job Number: R0114038. Full-Stack Developer, Senior The Challenge: Are you looking for an opportunity to not j us t develop sof tware, but build a system that will help defense and intelligence personnel accomplish their mission through secure information sharing? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We are looking for a developer with skills needed build a cloud-scale, cross domain security platform that provides essential security inspections and data sanitization functions to support a broad set of DoD and IC missions, from vision to production-ready system. This role is more than j us t coding. We need a full-stack developer who will us e their passion to learn new tools and te chn iques and identify needed system improvements. Us ing Agile life cycle development, programming languages such as Go, Java, Python, Javascript, HTML and some of the cutting-edge te chn ologies, you will independently design, code and test major features, as well as work jointly with other team members to deliver complex changes. You will develop infrastructure as code to automate container-based scale-out architecture in an on-premise private cloud. You will collaborate with product management, other engineering teams, Operations team, and QA team to develop innovative solutions that meet b us iness needs with respect to functionality, performance, reliability, realistic implementation schedules, and adherence to development goals and principles. Join us as we build a scalable, highly reliable and globally available platform and change cross-domain services for the better. Empower change with us. You Have: years of experience with sof tware design and development. Experience in full-stack sof tware development us ing te chn ologies including Angular, HTML, HTML CSS, Javascript, JavaScript Object Notation, extensible markup language ( XML ) , Ajax, SQL, Java, Python, Spring-Framework, Service Oriented Architecture, RESTful patterns, JBoss, Wildfly, or Java Messaging System. Knowledge of computer science, data structures, algorithms, Object Oriented Programing Systems, and sof tware design. Knowledge of the Linux operating system and Linux system administration. Secret clearance. Bachelor's degree. Ability to obtain a Security+ Certification within0 days of hire. Nice If You Have: Experience in sof tware development us ing Go, Saltstack, Spring Boot, Elasticsearch, Kafka, Tika, Storm, and Zookeeper. Knowledge of Kubernetes and Docker based containers and their us e to develop and deploy microservices. TS/SCI clearance. Kubernetes Application Developer ( CKAD ) Certification. Security+ Certification. Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Secret clearance required. Build Your Career: A challenging and dynamic work environment isn't all we have to offer. When you join Booz Allen, you'll have access to:. experts in virtually every field. a culture that foc us es on supporting our employees. opportunities that provide stability while offering variety You'll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than00 functional and te chn ical courses, certifications, and books. Build your te chn ical skills through hands-on training on the latest tools and tech from our in-ho us e experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We'll help you develop the career you want as you chart your own course for success. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change.",No Salary Listed
"Full Stack Developer, Senior"," Job Description. Job Number: R0115203. Full Stack Developer, Senior The Challenge: Are you looking for an opportunity to not j us t develop sof tware, but to build a system that will have a positive impact in the intelligence community ( IC ) ? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced agile environment. We're looking for a developer with the advanced skills needed to build agency mission critical applications from vision to production-ready system. This role is more than j us t coding. We need a full-stack developer who will us e their passion to learn new tools and te chn iques, identify and implement system improvements, and mentor teammates. Us ing agile life cycle development and the latest te chn ologies, you'll build a data-centric platform and services to support data scientists and analysts. You'll analyze the needs and the environment to make sure the solution you're developing considers the current architecture and operating environment as well as future functionality and enhancements. You'll be responsible for deployment in Cloud environments, including public Cloud, private Cloud, and hybrid Cloud us ing automated DevOps pipelines. Join us as we build systems to change the IC for the better. Empower change with us. You Have: -4+ years of experience with full stack development -Experience in working with microservices and containerization te chn ologies -Experience with Web Application, Service, or back end development -Knowledge of the database persistence layer -Knowledge of Agile sof tware development methodologies and tools, including Git and Jira -Top Secret clearance -AA or AS degree Nice If You Have: -Experience with Open Systems Architecture design principles -Experience with automated testing and DevOps te chn ologies -Knowledge of us er interface ( UI ) te chn ologies, including React or AngularJS -Ability to work in a team environment -BA or BS degree -Security+ CE, SSCP, CCNA-Security, or GSEC Certification Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required. Build Your Career: A challenging and dynamic work environment isn't all we have to offer. When you join Booz Allen, you'll have access to: experts in virtually every field. a culture that focuses on supporting our employees. opportunities that provide stability while offering variety. You'll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than00 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We'll help you develop the career you want as you chart your own course for success. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change.",No Salary Listed
